zona_eleitoral,codigo_zona_eleitoral,estado,municipio,codigo_municipio
0094,94,MG,IBIAÍ,45918
0255,255,MG,IBIRACATU,42200
0127,127,MG,IBIRACI,45934
0288,288,MG,IBIRITÉ,45950
0351,351,MG,IBIRITÉ,45950
0013,13,MG,IBITIÚRA DE MINAS,45977
0046,46,MG,IBITURUNA,45993
0126,126,MG,IBIÁ,45896
0252,252,MG,ICARAÍ DE MINAS,40240
0041,41,MG,IGARAPÉ,46019
0287,287,MG,IGARATINGA,46035
0018,18,MG,IGUATAMA,46051
0160,160,MG,IJACI,46078
0122,122,MG,ILICÍNEA,46094
0071,71,MG,IMBÉ DE MINAS,42226
0199,199,MG,INCONFIDENTES,46116
0266,266,MG,INDAIABIRA,42242
0016,16,MG,INDIANÓPOLIS,46132
0343,343,MG,INGAÍ,46159
0128,128,MG,INHAPIM,46175
0322,322,MG,INHAÚMA,46191
0100,100,MG,INIMUTABA,46213
0348,348,MG,IPABA,40266
0129,129,MG,IPANEMA,46230
0131,131,MG,IPATINGA,46256
0130,130,MG,IPATINGA,46256
0348,348,MG,IPATINGA,46256
0141,141,MG,IPIAÇU,46272
0345,345,MG,IPUIÚNA,46299
0110,110,MG,IRAÍ DE MINAS,46310
0132,132,MG,ITABIRA,46337
0169,169,MG,ITABIRINHA,46353
0133,133,MG,ITABIRITO,46370
0184,184,MG,ITACAMBIRA,46396
0148,148,MG,ITACARAMBI,46418
0081,81,MG,ITAGUARA,46434
0196,196,MG,ITAIPÉ,46450
0134,134,MG,ITAJUBÁ,46477
0135,135,MG,ITAMARANDIBA,46493
0079,79,MG,ITAMARATI DE MINAS,46515
0136,136,MG,ITAMBACURI,46531
0132,132,MG,ITAMBÉ DO MATO DENTRO,46558
0260,260,MG,ITAMOGI,46574
0306,306,MG,ITAMONTE,46590
0137,137,MG,ITANHANDU,46612
0138,138,MG,ITANHOMI,46639
0175,175,MG,ITAOBIM,46655
0297,297,MG,ITAPAGIPE,46671
0139,139,MG,ITAPECERICA,46698
0058,58,MG,ITAPEVA,46710
0140,140,MG,ITATIAIUÇU,46736
0087,87,MG,ITAVERAVA,46779
0293,293,MG,ITAÚ DE MINAS,54453
0140,140,MG,ITAÚNA,46752
0015,15,MG,ITINGA,46795
0233,233,MG,ITUETA,46817
0141,141,MG,ITUIUTABA,46833
0343,343,MG,ITUMIRIM,46850
0142,142,MG,ITURAMA,46876
0343,343,MG,ITUTINGA,46892
0143,143,MG,JABOTICATUBAS,46914
0144,144,MG,JACINTO,46930
0013,13,MG,JACUTINGA,46973
0260,260,MG,JACUÍ,46957
0098,98,MG,JAGUARAÇU,46990
0136,136,MG,JAMPRUCA,40304
0147,147,MG,JANAÚBA,47015
0148,148,MG,JANUÁRIA,47031
0156,156,MG,JAPARAÍBA,47058
0050,50,MG,JAPONVAR,42269
0063,63,MG,JAÍBA,40282
0338,338,MG,JECEABA,47074
0177,177,MG,JENIPAPO DE MINAS,42285
0339,339,MG,JEQUERI,47090
0310,310,MG,JEQUITAÍ,47112
0264,264,MG,JEQUITIBÁ,47139
0149,149,MG,JEQUITINHONHA,47155
0159,159,MG,JESUÂNIA,47171
0176,176,MG,JOANÉSIA,47210
0054,54,MG,JOAQUIM FELÍCIO,47279
0149,149,MG,JOAÍMA,47198
0144,144,MG,JORDÂNIA,47295
0120,120,MG,JOSENÓPOLIS,40924
0336,336,MG,JOSÉ GONÇALVES DE MINAS,42307
0247,247,MG,JOSÉ RAYDAN,42323
0150,150,MG,JOÃO MONLEVADE,47236
0151,151,MG,JOÃO PINHEIRO,47252
0172,172,MG,JUATUBA,40320
0152,152,MG,JUIZ DE FORA,47333
0153,153,MG,JUIZ DE FORA,47333
0315,315,MG,JUIZ DE FORA,47333
0349,349,MG,JUIZ DE FORA,47333
0185,185,MG,JURAMENTO,47350
0189,189,MG,JURUAIA,47376
0342,342,MG,JUVENÍLIA,40940
0270,270,MG,LADAINHA,47392
0230,230,MG,LAGAMAR,47414
0156,156,MG,LAGOA DA PRATA,47430
0094,94,MG,LAGOA DOS PATOS,47457
0228,228,MG,LAGOA DOURADA,47473
0330,330,MG,LAGOA FORMOSA,47490
0230,230,MG,LAGOA GRANDE,40347
0157,157,MG,LAGOA SANTA,47511
0158,158,MG,LAJINHA,47538
0159,159,MG,LAMBARI,47554
0087,87,MG,LAMIM,47570
0201,201,MG,LARANJAL,47597
0310,310,MG,LASSANCE,47619
0160,160,MG,LAVRAS,47635
0219,219,MG,LEANDRO FERREIRA,47651
0336,336,MG,LEME DO PRADO,40967
0161,161,MG,LEOPOLDINA,47678
0006,6,MG,LIBERDADE,47694
0162,162,MG,LIMA DUARTE,47716
0142,142,MG,LIMEIRA DO OESTE,40363
0255,255,MG,LONTRA,40380
0070,70,MG,LUISBURGO,40983
0050,50,MG,LUISLÂNDIA,41009
0343,343,MG,LUMINÁRIAS,47732
0163,163,MG,LUZ,47759
0004,4,MG,MACHACALIS,47775
0164,164,MG,MACHADO,47791
0014,14,MG,MADRE DE DEUS DE MINAS,47813
0165,165,MG,MALACACHETA,47830
0109,109,MG,MAMONAS,40401
0166,166,MG,MANGA,47856
0167,167,MG,MANHUAÇU,47872
0168,168,MG,MANHUMIRIM,47899
0169,169,MG,MANTENA,47910
0170,170,MG,MAR DE ESPANHA,47953
0219,219,MG,MARAVILHAS,47937
0099,99,MG,MARIA DA FÉ,47970
0171,171,MG,MARIANA,47996
0318,318,MG,MARILAC,48011
0042,42,MG,MARIPÁ DE MINAS,48038
0098,98,MG,MARLIÉRIA,48054
0134,134,MG,MARMELÓPOLIS,48070
0045,45,MG,MARTINHO CAMPOS,48097
0168,168,MG,MARTINS SOARES,41041
0009,9,MG,MATA VERDE,40428
0242,242,MG,MATERLÂNDIA,48119
0172,172,MG,MATEUS LEME,48135
0119,119,MG,MATHIAS LOBATO,54313
0173,173,MG,MATIAS BARBOSA,48151
0063,63,MG,MATIAS CARDOSO,40444
0002,2,MG,MATIPÓ,48178
0180,180,MG,MATO VERDE,48194
0174,174,MG,MATOZINHOS,48216
0254,254,MG,MATUTINA,48232
0021,21,MG,MEDEIROS,48259
0175,175,MG,MEDINA,48275
0117,117,MG,MENDES PIMENTEL,48291
0239,239,MG,MERCÊS,48313
0176,176,MG,MESQUITA,48330
0177,177,MG,MINAS NOVAS,48356
0346,346,MG,MINDURI,48372
0185,185,MG,MIRABELA,48399
0187,187,MG,MIRADOURO,48410
0166,166,MG,MIRAVÂNIA,41068
0187,187,MG,MIRAÍ,48437
0338,338,MG,MOEDA,48453
0045,45,MG,MOEMA,48470
0101,101,MG,MONJOLOS,48496
0061,61,MG,MONSENHOR PAULO,48518
0342,342,MG,MONTALVÂNIA,48534
0179,179,MG,MONTE ALEGRE DE MINAS,48550
0180,180,MG,MONTE AZUL,48577
0195,195,MG,MONTE BELO,48593
0181,181,MG,MONTE CARMELO,48615
0149,149,MG,MONTE FORMOSO,41084
0182,182,MG,MONTE SANTO DE MINAS,48631
0183,183,MG,MONTE SIÃO,48674
0184,184,MG,MONTES CLAROS,48658
0317,317,MG,MONTES CLAROS,48658
0185,185,MG,MONTES CLAROS,48658
0109,109,MG,MONTEZUMA,40460
0001,1,MG,MORADA NOVA DE MINAS,48690
0100,100,MG,MORRO DA GARÇA,48712
0083,83,MG,MORRO DO PILAR,48739
0112,112,MG,MUNHOZ,48755
0187,187,MG,MURIAÉ,48771
0188,188,MG,MUTUM,48798
0189,189,MG,MUZAMBINHO,48810
0288,288,MG,MÁRIO CAMPOS,41025
0212,212,MG,NACIP RAYDAN,48836
0190,190,MG,NANUQUE,48852
0003,3,MG,NAQUE,40487
0329,329,MG,NATALÂNDIA,41106
0159,159,MG,NATÉRCIA,48879
0328,328,MG,NAZARENO,48895
0192,192,MG,NEPOMUCENO,48917
0237,237,MG,NINHEIRA,41122
0169,169,MG,NOVA BELÉM,41149
0193,193,MG,NOVA ERA,48933
0194,194,MG,NOVA LIMA,48950
0136,136,MG,NOVA MÓDICA,48976
0340,340,MG,NOVA PONTE,48992
0147,147,MG,NOVA PORTEIRINHA,41165
0195,195,MG,NOVA RESENDE,49018
0298,298,MG,NOVA SERRANA,49034
0056,56,MG,NOVA UNIÃO,47317
0196,196,MG,NOVO CRUZEIRO,49050
0269,269,MG,NOVO ORIENTE DE MINAS,40509
0244,244,MG,NOVORIZONTE,41181
0162,162,MG,OLARIA,49077
0044,44,MG,OLHOS D&apos;ÁGUA,41203
0197,197,MG,OLIVEIRA,49115
0250,250,MG,OLIVEIRA FORTES,49131
0159,159,MG,OLÍMPIO NORONHA,49093
0202,202,MG,ONÇA DE PITANGUI,49158
0224,224,MG,ORATÓRIOS,41220
0070,70,MG,ORIZÂNIA,41246
0088,88,MG,OURO BRANCO,49174
0199,199,MG,OURO FINO,49190
0200,200,MG,OURO PRETO,49212
0270,270,MG,OURO VERDE DE MINAS,49239
0244,244,MG,PADRE CARVALHO,41262
0015,15,MG,PADRE PARAÍSO,49255
0226,226,MG,PAI PEDRO,41289
0001,1,MG,PAINEIRAS,49271
0018,18,MG,PAINS,49298
0250,250,MG,PAIVA,49310
0201,201,MG,PALMA,49336
0009,9,MG,PALMÓPOLIS,40525
0219,219,MG,PAPAGAIOS,49379
0203,203,MG,PARACATU,49395
0008,8,MG,PARAGUAÇU,49433
0205,205,MG,PARAISÓPOLIS,49450
0206,206,MG,PARAOPEBA,49476
0202,202,MG,PARÁ DE MINAS,49417
0137,137,MG,PASSA QUATRO,49514
0208,208,MG,PASSA TEMPO,49530
0006,6,MG,PASSA VINTE,49557
0132,132,MG,PASSABÉM,49492
0209,209,MG,PASSOS,49573
0185,185,MG,PATIS,41300
0330,330,MG,PATOS DE MINAS,49590
0210,210,MG,PATOS DE MINAS,49590
0211,211,MG,PATROCÍNIO,49611
0111,111,MG,PATROCÍNIO DO MURIAÉ,49638
0282,282,MG,PAULA CÂNDIDO,49654
0242,242,MG,PAULISTAS,49670
0270,270,MG,PAVÃO,49697
0213,213,MG,PEDRA AZUL,49735
0002,2,MG,PEDRA BONITA,41327
0268,268,MG,PEDRA DO ANTA,49751
0249,249,MG,PEDRA DO INDAIÁ,49778
0111,111,MG,PEDRA DOURADA,49794
0099,99,MG,PEDRALVA,49816
0148,148,MG,PEDRAS DE MARIA DA CRUZ,40541
0291,291,MG,PEDRINÓPOLIS,49832
0215,215,MG,PEDRO LEOPOLDO,49859
0162,162,MG,PEDRO TEIXEIRA,49875
0042,42,MG,PEQUERI,49891
0202,202,MG,PEQUI,49913
0298,298,MG,PERDIGÃO,49930
0291,291,MG,PERDIZES,49956
0216,216,MG,PERDÕES,49972
0318,318,MG,PERIQUITO,40568
0136,136,MG,PESCADOR,49999
0212,212,MG,PEÇANHA,49719
0235,235,MG,PIAU,50016
0071,71,MG,PIEDADE DE CARATINGA,41343
0339,339,MG,PIEDADE DE PONTE NOVA,50032
0024,24,MG,PIEDADE DO RIO GRANDE,50059
0047,47,MG,PIEDADE DOS GERAIS,50075
0114,114,MG,PIMENTA,50091
0072,72,MG,PINGO D&apos;ÁGUA,41360
0285,285,MG,PINTÓPOLIS,41386
0208,208,MG,PIRACEMA,50113
0082,82,MG,PIRAJUBA,50130
0217,217,MG,PIRANGA,50156
0051,51,MG,PIRANGUINHO,50199
0051,51,MG,PIRANGUÇU,50172
0007,7,MG,PIRAPETINGA,50210
0218,218,MG,PIRAPORA,50237
0239,239,MG,PIRAÚBA,50253
0219,219,MG,PITANGUI,50270
0220,220,MG,PIUMHI,50296
0116,116,MG,PLANURA,50318
0129,129,MG,POCRANE,50377
0223,223,MG,POMPÉU,50393
0224,224,MG,PONTE NOVA,50415
0218,218,MG,PONTO CHIQUE,41408
0175,175,MG,PONTO DOS VOLANTES,40584
0226,226,MG,PORTEIRINHA,50431
0217,217,MG,PORTO FIRME,50458
0270,270,MG,POTÉ,50474
0227,227,MG,POUSO ALEGRE,50490
0306,306,MG,POUSO ALTO,50512
0164,164,MG,POÇO FUNDO,50334
0350,350,MG,POÇOS DE CALDAS,50350
0222,222,MG,POÇOS DE CALDAS,50350
0228,228,MG,PRADOS,50539
0229,229,MG,PRATA,50555
0327,327,MG,PRATINHA,50598
0293,293,MG,PRATÁPOLIS,50571
0217,217,MG,PRESIDENTE BERNARDES,50610
0100,100,MG,PRESIDENTE JUSCELINO,50636
0262,262,MG,PRESIDENTE KUBITSCHEK,50652
0230,230,MG,PRESIDENTE OLEGÁRIO,50679
0174,174,MG,PRUDENTE DE MORAIS,50717
0104,104,MG,QUARTEL GERAL,50733
0088,88,MG,QUELUZITO,50750
0194,194,MG,RAPOSOS,50776
0231,231,MG,RAUL SOARES,50792
0201,201,MG,RECREIO,50814
0167,167,MG,REDUTO,41424
0232,232,MG,RESENDE COSTA,50830
0233,233,MG,RESPLENDOR,50857
0025,25,MG,RESSAQUINHA,50873
0329,329,MG,RIACHINHO,40606
0226,226,MG,RIACHO DOS MACHADOS,50890
0321,321,MG,RIBEIRÃO DAS NEVES,50911
0286,286,MG,RIBEIRÃO DAS NEVES,50911
0216,216,MG,RIBEIRÃO VERMELHO,50938
0194,194,MG,RIO ACIMA,50954
0234,234,MG,RIO CASCA,50970
0149,149,MG,RIO DO PRADO,51012
0225,225,MG,RIO DOCE,50997
0011,11,MG,RIO ESPERA,51039
0047,47,MG,RIO MANSO,51055
0235,235,MG,RIO NOVO,51071
0254,254,MG,RIO PARANAÍBA,51098
0237,237,MG,RIO PARDO DE MINAS,51110
0150,150,MG,RIO PIRACICABA,51136
0239,239,MG,RIO POMBA,51152
0240,240,MG,RIO PRETO,51179
0294,294,MG,RIO VERMELHO,51195
0232,232,MG,RITÁPOLIS,51217
0258,258,MG,ROCHEDO DE MINAS,51233
0275,275,MG,RODEIRO,51250
0110,110,MG,ROMARIA,51276
0187,187,MG,ROSÁRIO DA LIMEIRA,40622
0244,244,MG,RUBELITA,51292
0009,9,MG,RUBIM,51314
0241,241,MG,SABARÁ,51330
0242,242,MG,SABINÓPOLIS,51357
0243,243,MG,SACRAMENTO,51373
0244,244,MG,SALINAS,51390
0144,144,MG,SALTO DA DIVISA,51411
0245,245,MG,SANTA BÁRBARA,51438
0071,71,MG,SANTA BÁRBARA DO LESTE,40649
0240,240,MG,SANTA BÁRBARA DO MONTE VERDE,41440
0025,25,MG,SANTA BÁRBARA DO TUGÚRIO,51454
0328,328,MG,SANTA CRUZ DE MINAS,41467
0175,175,MG,SANTA CRUZ DE SALINAS,41483
0225,225,MG,SANTA CRUZ DO ESCALVADO,51470
0283,283,MG,SANTA EFIGÊNIA DE MINAS,51497
0285,285,MG,SANTA FÉ DE MINAS,51519
0004,4,MG,SANTA HELENA DE MINAS,41505
0340,340,MG,SANTA JULIANA,51535
0312,312,MG,SANTA LUZIA,51551
0246,246,MG,SANTA LUZIA,51551
0002,2,MG,SANTA MARGARIDA,51578
0113,113,MG,SANTA MARIA DE ITABIRA,51594
0144,144,MG,SANTA MARIA DO SALTO,51616
0247,247,MG,SANTA MARIA DO SUAÇUÍ,51632
0345,345,MG,SANTA RITA DE CALDAS,51837
0024,24,MG,SANTA RITA DE IBITIPOCA,51870
0240,240,MG,SANTA RITA DE JACUTINGA,51853
0071,71,MG,SANTA RITA DE MINAS,40665
0233,233,MG,SANTA RITA DO ITUETO,51896
0248,248,MG,SANTA RITA DO SAPUCAÍ,51918
0327,327,MG,SANTA ROSA DA SERRA,51934
0308,308,MG,SANTA VITÓRIA,51950
0273,273,MG,SANTANA DA VARGEM,51659
0079,79,MG,SANTANA DE CATAGUASES,51675
0264,264,MG,SANTANA DE PIRAPAMA,51691
0173,173,MG,SANTANA DO DESERTO,51713
0162,162,MG,SANTANA DO GARAMBÉU,51730
0296,296,MG,SANTANA DO JACARÉ,51756
0167,167,MG,SANTANA DO MANHUAÇU,51772
0130,130,MG,SANTANA DO PARAÍSO,40681
0143,143,MG,SANTANA DO RIACHO,51799
0088,88,MG,SANTANA DOS MONTES,51810
0046,46,MG,SANTO ANTÔNIO DO AMPARO,51977
0170,170,MG,SANTO ANTÔNIO DO AVENTUREIRO,51993
0234,234,MG,SANTO ANTÔNIO DO GRAMA,52019
0262,262,MG,SANTO ANTÔNIO DO ITAMBÉ,52035
0144,144,MG,SANTO ANTÔNIO DO JACINTO,52051
0249,249,MG,SANTO ANTÔNIO DO MONTE,52078
0237,237,MG,SANTO ANTÔNIO DO RETIRO,41521
0083,83,MG,SANTO ANTÔNIO DO RIO ABAIXO,52094
0095,95,MG,SANTO HIPÓLITO,52116
0250,250,MG,SANTOS DUMONT,52132
0205,205,MG,SAPUCAÍ-MIRIM,53074
0283,283,MG,SARDOÁ,53090
0288,288,MG,SARZEDO,40800
0012,12,MG,SEM PEIXE,40827
0059,59,MG,SENADOR AMARAL,40843
0170,170,MG,SENADOR CORTES,53112
0261,261,MG,SENADOR FIRMINO,53139
0227,227,MG,SENADOR JOSÉ BENTO,53155
0135,135,MG,SENADOR MODESTINO GONÇALVES,53171
0217,217,MG,SENHORA DE OLIVEIRA,53198
0121,121,MG,SENHORA DO PORTO,53210
0025,25,MG,SENHORA DOS REMÉDIOS,53236
0339,339,MG,SERICITA,53252
0006,6,MG,SERITINGA,53279
0294,294,MG,SERRA AZUL DE MINAS,53295
0104,104,MG,SERRA DA SAUDADE,53317
0211,211,MG,SERRA DO SALITRE,53350
0190,190,MG,SERRA DOS AIMORÉS,53333
0008,8,MG,SERRANIA,53376
0346,346,MG,SERRANOS,53392
0226,226,MG,SERRANÓPOLIS DE MINAS,42382
0262,262,MG,SERRO,53414
0322,322,MG,SETE LAGOAS,53430
0263,263,MG,SETE LAGOAS,53430
0264,264,MG,SETE LAGOAS,53430
0165,165,MG,SETUBINHA,42404
0239,239,MG,SILVEIRÂNIA,53457
0248,248,MG,SILVIANÓPOLIS,53473
0167,167,MG,SIMONÉSIA,53511
0173,173,MG,SIMÃO PEREIRA,53490
0267,267,MG,SOBRÁLIA,53538
0259,259,MG,SOLEDADE DE MINAS,53554
0272,272,MG,SÃO BENTO ABADE,52159
0106,106,MG,SÃO BRÁS DO SUAÇUÍ,52175
0128,128,MG,SÃO DOMINGOS DAS DORES,41548
0251,251,MG,SÃO DOMINGOS DO PRATA,52191
0252,252,MG,SÃO FRANCISCO,52213
0197,197,MG,SÃO FRANCISCO DE PAULA,52230
0297,297,MG,SÃO FRANCISCO DE SALES,52256
0069,69,MG,SÃO FRANCISCO DO GLÓRIA,52272
0117,117,MG,SÃO FÉLIX DE MINAS,41564
0284,284,MG,SÃO GERALDO,52299
0283,283,MG,SÃO GERALDO DA PIEDADE,52310
0117,117,MG,SÃO GERALDO DO BAIXIO,41580
0210,210,MG,SÃO GONÇALO DO ABAETÉ,52337
0103,103,MG,SÃO GONÇALO DO PARÁ,52353
0022,22,MG,SÃO GONÇALO DO RIO ABAIXO,52370
0101,101,MG,SÃO GONÇALO DO RIO PRETO,45098
0253,253,MG,SÃO GONÇALO DO SAPUCAÍ,52396
0254,254,MG,SÃO GOTARDO,52418
0041,41,MG,SÃO JOAQUIM DE BICAS,41629
0010,10,MG,SÃO JOSÉ DA BARRA,41645
0311,311,MG,SÃO JOSÉ DA LAPA,40789
0247,247,MG,SÃO JOSÉ DA SAFIRA,52590
0202,202,MG,SÃO JOSÉ DA VARGINHA,52612
0051,51,MG,SÃO JOSÉ DO ALEGRE,52639
0169,169,MG,SÃO JOSÉ DO DIVINO,52655
0251,251,MG,SÃO JOSÉ DO GOIABAL,52671
0212,212,MG,SÃO JOSÉ DO JACURI,52698
0158,158,MG,SÃO JOSÉ DO MANTIMENTO,52710
0010,10,MG,SÃO JOÃO BATISTA DO GLÓRIA,52434
0094,94,MG,SÃO JOÃO DA LAGOA,40703
0164,164,MG,SÃO JOÃO DA MATA,52450
0255,255,MG,SÃO JOÃO DA PONTE,52477
0166,166,MG,SÃO JOÃO DAS MISSÕES,41602
0328,328,MG,SÃO JOÃO DEL REI,52493
0167,167,MG,SÃO JOÃO DO MANHUAÇU,40720
0169,169,MG,SÃO JOÃO DO MANTENINHA,40746
0128,128,MG,SÃO JOÃO DO ORIENTE,52515
0094,94,MG,SÃO JOÃO DO PACUÍ,40762
0237,237,MG,SÃO JOÃO DO PARAÍSO,52531
0257,257,MG,SÃO JOÃO EVANGELISTA,52558
0258,258,MG,SÃO JOÃO NEPOMUCENO,52574
0259,259,MG,SÃO LOURENÇO,52736
0268,268,MG,SÃO MIGUEL DO ANTA,52752
0125,125,MG,SÃO PEDRO DA UNIÃO,52779
0212,212,MG,SÃO PEDRO DO SUAÇUÍ,52817
0234,234,MG,SÃO PEDRO DOS FERROS,52795
0285,285,MG,SÃO ROMÃO,52833
0220,220,MG,SÃO ROQUE DE MINAS,52850
0248,248,MG,SÃO SEBASTIÃO DA BELA VISTA,52876
0284,284,MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,42340
0128,128,MG,SÃO SEBASTIÃO DO ANTA,42366
0247,247,MG,SÃO SEBASTIÃO DO MARANHÃO,52892
0139,139,MG,SÃO SEBASTIÃO DO OESTE,52914
0260,260,MG,SÃO SEBASTIÃO DO PARAÍSO,52930
0113,113,MG,SÃO SEBASTIÃO DO RIO PRETO,52957
0259,259,MG,SÃO SEBASTIÃO DO RIO VERDE,52973
0272,272,MG,SÃO THOMÉ DAS LETRAS,53031
0232,232,MG,SÃO TIAGO,52990
0260,260,MG,SÃO TOMÁS DE AQUINO,53015
0346,346,MG,SÃO VICENTE DE MINAS,53058
0239,239,MG,TABULEIRO,53570
0266,266,MG,TAIOBEIRAS,53597
0129,129,MG,TAPARUBA,42420
0017,17,MG,TAPIRA,53619
0021,21,MG,TAPIRAÍ,53635
0056,56,MG,TAQUARAÇU DE MINAS,53651
0267,267,MG,TARUMIRIM,53678
0268,268,MG,TEIXEIRAS,53694
0269,269,MG,TEÓFILO OTONI,53716
0098,98,MG,TIMÓTEO,53732
0328,328,MG,TIRADENTES,53759
0254,254,MG,TIROS,53775
0275,275,MG,TOCANTINS,53791
0227,227,MG,TOCOS DO MOJI,42587
0112,112,MG,TOLEDO,53813
0111,111,MG,TOMBOS,53830
0272,272,MG,TRÊS CORAÇÕES,53856
0309,309,MG,TRÊS MARIAS,41157
0273,273,MG,TRÊS PONTAS,53872
0138,138,MG,TUMIRITINGA,53899
0274,274,MG,TUPACIGUARA,53910
0336,336,MG,TURMALINA,53937
0253,253,MG,TURVOLÂNDIA,53953
0071,71,MG,UBAPORANGA,40860
0050,50,MG,UBAÍ,53996
0276,276,MG,UBERABA,54011
0326,326,MG,UBERABA,54011
0347,347,MG,UBERABA,54011
0299,299,MG,UBERLÂNDIA,54038
0314,314,MG,UBERLÂNDIA,54038
0335,335,MG,UBERLÂNDIA,54038
0278,278,MG,UBERLÂNDIA,54038
0279,279,MG,UBERLÂNDIA,54038
0275,275,MG,UBÁ,53970
0073,73,MG,UMBURATIBA,54054
0280,280,MG,UNAÍ,54070
0142,142,MG,UNIÃO DE MINAS,42447
0320,320,MG,URUANA DE MINAS,42463
0320,320,MG,URUCUIA,40886
0339,339,MG,URUCÂNIA,54097
0072,72,MG,VARGEM ALEGRE,40908
0220,220,MG,VARGEM BONITA,54119
0237,237,MG,VARGEM GRANDE DO RIO PARDO,42480
0281,281,MG,VARGINHA,54135
0210,210,MG,VARJÃO DE MINAS,42501
0255,255,MG,VARZELÂNDIA,54178
0295,295,MG,VAZANTE,54194
0147,147,MG,VERDELÂNDIA,42528
0336,336,MG,VEREDINHA,42544
0231,231,MG,VERMELHO NOVO,42560
0347,347,MG,VERÍSSIMO,54232
0311,311,MG,VESPASIANO,54259
0187,187,MG,VIEIRAS,54291
0015,15,MG,VIRGEM DA LAPA,54330
0283,283,MG,VIRGINÓPOLIS,54372
0247,247,MG,VIRGOLÂNDIA,54399
0137,137,MG,VIRGÍNIA,54356
0284,284,MG,VISCONDE DO RIO BRANCO,54410
0282,282,MG,VIÇOSA,54275
0007,7,MG,VOLTA GRANDE,54437
0310,310,MG,VÁRZEA DA PALMA,54151
0134,134,MG,WENCESLAU BRAZ,54216
0067,67,MG,ÁGUA BOA,40118
0347,347,MG,ÁGUA COMPRIDA,40134
0004,4,MG,ÁGUAS FORMOSAS,40177
0213,213,MG,ÁGUAS VERMELHAS,40193
0082,82,PR,ABATIÁ,74012
0048,48,PR,ADRIANÓPOLIS,74039
0144,144,PR,AGUDOS DO SUL,74055
0171,171,PR,ALMIRANTE TAMANDARÉ,74071
0169,169,PR,ALTAMIRA DO PARANÁ,84557
0087,87,PR,ALTO PARANÁ,74098
0117,117,PR,ALTO PARAÍSO,74926
0128,128,PR,ALTO PIQUIRI,74110
0123,123,PR,ALTÔNIA,79510
0077,77,PR,ALVORADA DO SUL,74136
0072,72,PR,AMAPORÃ,74152
0130,130,PR,AMPÉRE,74179
0126,126,PR,ANAHY,74101
0057,57,PR,ANDIRÁ,74195
0006,6,PR,ANTONINA,74217
0012,12,PR,ANTONIO OLINTO,74233
0028,28,PR,APUCARANA,74250
0061,61,PR,ARAPONGAS,74276
0164,164,PR,ARAPOTI,74292
0093,93,PR,ARAPUÃ,75108
0074,74,PR,ARARUNA,74314
0050,50,PR,ARAUCÁRIA,74357
0196,196,PR,ARIRANHA DO IVAÍ,75086
0035,35,PR,ASSAÍ,74373
0113,113,PR,ASSIS CHATEAUBRIAND,79537
0067,67,PR,ASTORGA,74390
0071,71,PR,ATALAIA,74411
0182,182,PR,BALSA NOVA,74438
0058,58,PR,BANDEIRANTES,74454
0133,133,PR,BARBOSA FERRAZ,74470
0057,57,PR,BARRA DO JACARÉ,74519
0131,131,PR,BARRACÃO,74497
0083,83,PR,BELA VISTA DA CAROBA,75124
0077,77,PR,BELA VISTA DO PARAÍSO,74535
0153,153,PR,BITURUNA,74551
0170,170,PR,BOA ESPERANÇA,74578
0115,115,PR,BOA ESPERANÇA DO IGUAÇU,74144
0038,38,PR,BOA VENTURA DE SÃO ROQUE,75140
0165,165,PR,BOA VISTA DA APARECIDA,79812
0048,48,PR,BOCAIÚVA DO SUL,74594
0131,131,PR,BOM JESUS DO SUL,75167
0070,70,PR,BOM SUCESSO,74616
0073,73,PR,BOM SUCESSO DO SUL,74160
0110,110,PR,BORRAZÓPOLIS,74632
0126,126,PR,BRAGANEY,79839
0128,128,PR,BRASILÂNDIA DO SUL,74187
0159,159,PR,CAFEARA,74659
0126,126,PR,CAFELÂNDIA,79855
0097,97,PR,CAFEZAL DO SUL,74209
0076,76,PR,CALIFÓRNIA,74675
0025,25,PR,CAMBARÁ,74691
0028,28,PR,CAMBIRA,74730
0078,78,PR,CAMBÉ,74713
0169,169,PR,CAMPINA DA LAGOA,74756
0044,44,PR,CAMPINA DO SIMÃO,75183
0195,195,PR,CAMPINA GRANDE DO SUL,74772
0112,112,PR,CAMPO BONITO,74780
0011,11,PR,CAMPO DO TENENTE,74799
0009,9,PR,CAMPO LARGO,74810
0182,182,PR,CAMPO MAGRO,75205
0031,31,PR,CAMPO MOURÃO,74837
0203,203,PR,CANDÓI,74225
0203,203,PR,CANTAGALO,84514
0107,107,PR,CAPANEMA,74870
0165,165,PR,CAPITÃO LEÔNIDAS MARQUES,74896
0139,139,PR,CARAMBEÍ,75221
0056,56,PR,CARLÓPOLIS,74918
0068,68,PR,CASCAVEL,74934
0143,143,PR,CASCAVEL,74934
0016,16,PR,CASTRO,74950
0166,166,PR,CATANDUVAS,74977
0159,159,PR,CENTENÁRIO DO SUL,74993
0007,7,PR,CERRO AZUL,75019
0103,103,PR,CHOPINZINHO,75035
0088,88,PR,CIANORTE,75051
0127,127,PR,CIDADE GAÚCHA,75078
0047,47,PR,CLEVELÂNDIA,75094
0049,49,PR,COLOMBO,75132
0186,186,PR,COLOMBO,75132
0095,95,PR,COLORADO,75159
0099,99,PR,CONGONHINHAS,75175
